From,To,Airline,Departure Delay,Arrival Delay,Distance,Airline Rating,Airport Rating,weather__hourly__weatherDesc__value
DEL,HYD,Air Asia,-1,1,1244,0.5,0.88,Partly cloudy
DEL,HYD,Indigo,-14,-5,1244,0.7,0.88,Partly cloudy
DEL,HYD,Air Asia,-11,-13,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,0,-13,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,4,4,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,1440,1440,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,8,11,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,108,135,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,0,-22,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,52,35,1244,0.5,0.88,Partly cloudy
DEL,HYD,Indigo,-15,-21,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-8,-8,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,-7,-4,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,-3,-3,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,1,9,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,-1,-20,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,-3,1,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,-13,-4,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,7,20,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,19,14,1244,0.7,0.88,Partly cloudy
DEL,HYD,Spicejet,0,0,1244,0.4,0.88,Partly cloudy
DEL,HYD,Spicejet,-5,-13,1244,0.4,0.88,Partly cloudy
DEL,HYD,Vistara,-7,-11,1244,0.8,0.88,Partly cloudy
DEL,HYD,Vistara,9,2,1244,0.8,0.88,Partly cloudy
DEL,HYD,Vistara,7,8,1244,0.8,0.88,Partly cloudy
DEL,HYD,Vistara,11,3,1244,0.8,0.88,Partly cloudy
BOM,DEL,Air Asia,38,26,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-7,-15,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,-7,0,848,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,-6,3,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air Asia,-11,-24,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,-1,-9,848,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,12,32,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,2,29,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,6,10,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air India,-6,7,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,44,38,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,7,36,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,146,135,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air India,13,28,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,0,8,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,85,82,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,104,130,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,0,8,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,31,76,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,63,48,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,26,40,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,4,-15,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,42,48,1244,0.5,0.88,Partly cloudy
BOM,DEL,Go Air,-19,-12,1138,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,0,9,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-7,-6,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,1440,1440,1312,0.3,0.86,Partly cloudy
BOM,DEL,Go Air,6,5,1138,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,-3,13,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,4,-12,1138,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,9,12,1138,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,-6,-27,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-6,-12,1138,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,14,24,1244,0.3,0.88,Partly cloudy
BOM,DEL,Go Air,16,-1,1138,0.3,0.9,Partly cloudy
BOM,DEL,Indigo,35,12,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,1440,1440,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,-7,-8,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,1440,1440,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,-13,-8,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,-6,-3,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,1440,1440,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,-8,-19,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-7,11,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-14,-16,1138,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,44,38,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-11,-2,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-4,-19,1138,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,0,5,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-14,-21,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,8,6,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-8,9,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-16,-12,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,33,26,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-4,1,1138,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-6,-7,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-3,-2,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-4,-11,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-4,14,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,8,9,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-5,8,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,11,4,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,24,20,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,28,45,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,45,32,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,5,7,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,10,-13,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,1,24,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-8,-6,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BOM,DEL,Spicejet,85,80,1138,0.4,0.9,Partly cloudy
BLR,BOM,SpiceJet,-9,-5,848,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,-12,-37,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,5,5,1138,0.4,0.9,Partly cloudy
BLR,BOM,SpiceJet,-5,0,848,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,15,15,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,26,20,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,12,30,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,13,-2,1138,0.4,0.9,Partly cloudy
DEL,HYD,Spicejet,19,39,1244,0.4,0.88,Partly cloudy
BOM,DEL,Spicejet,36,45,1138,0.4,0.9,Partly cloudy
DEL,HYD,Spicejet,-6,0,1244,0.4,0.88,Partly cloudy
BOM,DEL,Spicejet,3,11,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,0,0,1138,0.4,0.9,Partly cloudy
BOM,DEL,Vistara,-2,-13,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,2,-12,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,4,14,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-11,-12,848,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,4,14,1244,0.8,0.88,Partly cloudy
BOM,DEL,Vistara,0,-12,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-5,4,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,12,-6,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-2,25,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,35,38,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-5,-12,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,14,18,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,8,16,1138,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,4,2,1244,0.8,0.88,Partly cloudy
BOM,DEL,Vistara,8,10,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,32,33,1138,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,5,25,1244,0.8,0.88,Partly cloudy
BOM,DEL,Vistara,12,9,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,26,29,1138,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,23,37,1244,0.8,0.88,Partly cloudy
BOM,DEL,Vistara,40,40,1138,0.8,0.9,Partly cloudy
BOM,DEL,Air Asia,12,10,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-1,-14,1138,0.5,0.9,Cloudy
BLR,BOM,Air Asia,0,-4,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,0,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,-2,9,1244,0.5,0.88,Patchy rain possible
BOM,DEL,Air Asia,-1,1,1138,0.5,0.9,Patchy rain possible
CCU,DEL,Air Asia,31,48,1312,0.5,0.86,Partly cloudy
BLR,BOM,Air Asia,0,3,848,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,36,44,1138,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,12,41,1312,0.5,0.86,Partly cloudy
DEL,HYD,Air Asia,51,63,1244,0.5,0.88,Patchy rain possible
DEL,HYD,Air Asia,37,38,1244,0.5,0.88,Patchy rain possible
BLR,BOM,Air Asia,-6,-3,848,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,1440,1440,1312,0.5,0.86,Partly cloudy
BLR,BOM,Air Asia,12,20,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-8,22,1312,0.5,0.86,Partly cloudy
BLR,DEL,Air India,0,0,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,-1,0,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-6,12,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,17,9,1138,0.5,0.9,Patchy rain possible
DEL,HYD,Air India,-1,16,1244,0.5,0.88,Patchy rain possible
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,0,-10,1138,0.5,0.9,Patchy rain possible
BLR,BOM,Air India,-4,9,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,17,-5,1138,0.5,0.9,Patchy rain possible
DEL,HYD,Air India,30,41,1244,0.5,0.88,Patchy rain possible
BOM,DEL,Air India,73,105,1138,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,-1,16,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,100,92,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,10,17,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,0,3,1244,0.5,0.88,Patchy rain possible
CCU,DEL,Air India,0,7,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,88,80,1138,0.5,0.9,Patchy rain possible
BOM,DEL,Air India,88,98,1138,0.5,0.9,Patchy rain possible
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air India,49,69,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,37,37,1138,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,1440,1440,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,0,-39,1138,0.5,0.9,Cloudy
BOM,DEL,Air India,0,10,1138,0.5,0.9,Cloudy
DEL,HYD,Air India,94,86,1244,0.5,0.88,Patchy rain possible
BOM,DEL,Go Air,8,17,1138,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,3,17,1244,0.3,0.88,Patchy rain possible
BLR,BOM,Go Air,12,11,848,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,-7,-3,1312,0.3,0.86,Partly cloudy
BOM,DEL,Go Air,-8,-2,1138,0.3,0.9,Cloudy
BOM,DEL,Go Air,6,-8,1138,0.3,0.9,Patchy rain possible
BLR,BOM,Go Air,7,37,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,11,2,1138,0.3,0.9,Patchy rain possible
BOM,DEL,Go Air,0,3,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,12,21,1312,0.3,0.86,Partly cloudy
BLR,BOM,Go Air,5,-3,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-14,-8,1138,0.3,0.9,Patchy rain possible
BOM,DEL,Go Air,-14,12,1138,0.3,0.9,Patchy rain possible
BOM,DEL,Go Air,4,-4,1138,0.3,0.9,Patchy rain possible
BOM,DEL,Go Air,0,0,1138,0.3,0.9,Cloudy
BOM,DEL,Go Air,-2,-7,1138,0.3,0.9,Cloudy
BLR,BOM,Go Air,0,6,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-7,-6,1138,0.3,0.9,Cloudy
CCU,DEL,Go Air,1440,1440,1312,0.3,0.86,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,12,13,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-13,-2,1312,0.7,0.86,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,5,-2,1138,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-4,8,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,-14,-2,1244,0.7,0.88,Patchy rain possible
BLR,BOM,Indigo,0,-10,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-11,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,31,25,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,-4,-19,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-12,-33,1138,0.7,0.9,Cloudy
DEL,HYD,Indigo,-2,6,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,44,35,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,-12,-21,1138,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,-9,-6,1244,0.7,0.88,Patchy rain possible
BOM,DEL,Indigo,27,0,1138,0.7,0.9,Patchy rain possible
BOM,DEL,Indigo,-3,-12,1138,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,-14,-6,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,6,17,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,8,0,1138,0.7,0.9,Patchy rain possible
CCU,DEL,Indigo,-10,8,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,-7,1,1244,0.7,0.88,Patchy rain possible
BOM,DEL,Indigo,18,11,1138,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,20,36,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,-11,9,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,33,38,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-13,-13,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,24,6,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,5,36,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,9,12,1244,0.7,0.88,Patchy rain possible
BOM,DEL,Indigo,-9,-16,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,19,10,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,-3,-1,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-11,-8,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,4,11,1244,0.7,0.88,Patchy rain possible
BOM,DEL,Indigo,-7,-12,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-3,-27,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-8,-11,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,23,39,1138,0.7,0.9,Patchy rain possible
BOM,DEL,Indigo,23,45,1138,0.7,0.9,Patchy rain possible
BLR,BOM,Indigo,6,-8,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-4,-4,1138,0.7,0.9,Patchy rain possible
BOM,DEL,Indigo,-4,9,1138,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,21,32,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,-8,-12,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,-1,16,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,14,-11,1138,0.7,0.9,Patchy rain possible
BOM,DEL,Indigo,14,-1,1138,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,-2,4,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,1440,1440,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,0,-35,1138,0.7,0.9,Patchy rain possible
BOM,DEL,Indigo,-2,-38,1138,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,1,29,1244,0.7,0.88,Patchy rain possible
BLR,BOM,Indigo,14,18,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,18,20,1138,0.7,0.9,Cloudy
DEL,HYD,Indigo,91,92,1244,0.7,0.88,Patchy rain possible
BLR,BOM,Indigo,0,5,848,0.7,0.9,Partly cloudy
BOM,DEL,Spicejet,20,8,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,-1,-13,1138,0.4,0.9,Partly cloudy
BLR,BOM,SpiceJet,-5,-10,848,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,0,0,1736,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,1,-9,1138,0.4,0.9,Patchy rain possible
BOM,DEL,Spicejet,7,5,1138,0.4,0.9,Patchy rain possible
CCU,DEL,SpiceJet,-5,-13,1312,0.4,0.86,Partly cloudy
BLR,BOM,SpiceJet,-1,15,848,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,14,20,1312,0.4,0.86,Partly cloudy
BOM,DEL,Spicejet,3,5,1138,0.4,0.9,Patchy rain possible
BOM,DEL,Spicejet,36,43,1138,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,0,9,1312,0.4,0.86,Partly cloudy
BOM,DEL,Spicejet,-4,-11,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,-4,10,1138,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,10,15,1312,0.4,0.86,Partly cloudy
BOM,DEL,Spicejet,18,10,1138,0.4,0.9,Patchy rain possible
BOM,DEL,Spicejet,15,25,1138,0.4,0.9,Patchy rain possible
DEL,HYD,Spicejet,0,32,1244,0.4,0.88,Patchy rain possible
BOM,DEL,Spicejet,60,75,1138,0.4,0.9,Cloudy
BOM,DEL,Spicejet,40,40,1138,0.4,0.9,Cloudy
BLR,BOM,SpiceJet,42,36,848,0.4,0.9,Partly cloudy
DEL,HYD,Spicejet,0,22,1244,0.4,0.88,Patchy rain possible
CCU,DEL,SpiceJet,1440,1440,1312,0.4,0.86,Partly cloudy
BOM,DEL,Spicejet,0,0,1138,0.4,0.9,Cloudy
BOM,DEL,Spicejet,-9,-28,1138,0.4,0.9,Cloudy
BOM,DEL,Spicejet,50,45,1138,0.4,0.9,Cloudy
BOM,DEL,Vistara,-2,-7,1138,0.8,0.9,Cloudy
BOM,DEL,Vistara,-2,-24,1138,0.8,0.9,Cloudy
BOM,DEL,Vistara,-6,-11,1138,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-13,-6,848,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,-4,-6,1244,0.8,0.88,Patchy rain possible
CCU,DEL,Vistara,0,7,1312,0.8,0.86,Partly cloudy
BOM,DEL,Vistara,5,-6,1138,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-6,16,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,8,-6,1138,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-3,22,848,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,6,33,1312,0.8,0.86,Partly cloudy
BOM,DEL,Vistara,16,15,1138,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-4,-6,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,58,61,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,31,28,1138,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,5,16,1244,0.8,0.88,Patchy rain possible
CCU,DEL,Vistara,-2,14,1312,0.8,0.86,Partly cloudy
BOM,DEL,Vistara,34,20,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,40,55,1138,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,7,24,1244,0.8,0.88,Patchy rain possible
BOM,DEL,Vistara,4,3,1138,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,0,5,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,28,15,1138,0.8,0.9,Patchy rain possible
BOM,DEL,Vistara,28,28,1138,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-6,4,848,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,1440,1440,1312,0.8,0.86,Partly cloudy
DEL,HYD,Vistara,34,64,1244,0.8,0.88,Patchy rain possible
BOM,DEL,Vistara,25,33,1138,0.8,0.9,Cloudy
BOM,DEL,Vistara,0,0,1138,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-1,-1,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,57,47,1138,0.8,0.9,Cloudy
BOM,DEL,Vistara,40,40,1138,0.8,0.9,Cloudy
BOM,DEL,Vistara,55,45,1138,0.8,0.9,Cloudy
BOM,DEL,Air Asia,-14,-27,1138,0.5,0.9,Clear
BOM,DEL,Air Asia,-7,-16,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,-5,-4,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,-1,-6,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,-6,-5,1244,0.5,0.88,Cloudy
BLR,DEL,Air Asia,-2,2,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-11,-16,1138,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,16,16,1312,0.5,0.86,Sunny
BLR,BOM,Air Asia,-4,-1,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,-3,10,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,9,14,1138,0.5,0.9,Sunny
CCU,DEL,Air Asia,-2,40,1312,0.5,0.86,Sunny
DEL,HYD,Air Asia,-3,1,1244,0.5,0.88,Patchy rain possible
DEL,HYD,Air Asia,8,0,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air Asia,0,1,848,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,22,34,1312,0.5,0.86,Partly cloudy
BLR,BOM,Air Asia,-4,-6,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,0,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,-15,-5,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,75,71,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-11,14,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,4,10,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,0,20,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,-6,-15,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air India,-1,10,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,-7,-35,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,0,5,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,23,15,1138,0.5,0.9,Partly cloudy
BLR,DEL,Air India,-5,11,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-6,7,1312,0.5,0.86,Sunny
BOM,DEL,Air India,22,42,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,85,104,1244,0.5,0.88,Patchy rain possible
BLR,DEL,Air India,12,19,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,6,38,1138,0.5,0.9,Sunny
BLR,DEL,Air India,87,101,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air India,-3,2,1244,0.5,0.88,Patchy rain possible
BLR,BOM,Air India,50,89,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-5,14,1312,0.5,0.86,Sunny
BOM,DEL,Air India,44,20,1138,0.5,0.9,Sunny
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air India,17,33,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,53,93,1138,0.5,0.9,Sunny
CCU,DEL,Air India,-14,44,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,-1,23,1138,0.5,0.9,Sunny
DEL,HYD,Air India,36,28,1244,0.5,0.88,Patchy rain possible
BLR,DEL,Air India,7,12,1736,0.5,0.9,Partly cloudy
BOM,DEL,Go Air,-12,-30,1138,0.3,0.9,Clear
BLR,BOM,Go Air,6,14,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-2,-6,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,-11,-2,1312,0.3,0.86,Partly cloudy
BLR,DEL,Go Air,44,38,1736,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,8,11,1138,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,15,28,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,3,-13,1138,0.3,0.9,Partly cloudy
BLR,DEL,Go Air,-5,-9,1736,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,12,18,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,5,6,1312,0.3,0.86,Sunny
BLR,BOM,Go Air,-6,-10,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,15,44,1138,0.3,0.9,Sunny
BOM,DEL,Go Air,10,29,1138,0.3,0.9,Sunny
BLR,DEL,Go Air,-4,-4,1736,0.3,0.9,Partly cloudy
